,Food name,Measure,Weight,Energy,Energy.1,Protein,Carbohydrate,Total Sugar,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Lycopene,Folate,DHA,EPA,Vitamin D,Vitamin B12,Vitamin E,Trans Fat,Vitamin C,Dietary Folate Equivalents,Thiamin,Riboflavin,Niacin,Beta carotene,Caffeine,Alcohol,Total Daietary Fibre,Total Dietary Fibre,Folate ,Trans fats,Monounsaturated fat,Polyunsaturated fat,Protei, Folate
281,"Blueberries, frozen, unsweetened",125mL,82.0,42.0,174.0,0.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.1,1.0,44.0,4.0,9.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0
282,"Blueberries, raw",125mL,77.0,44.0,182.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,1.0,59.0,5.0,9.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
283,"Cherries, sweet",10,68.0,43.0,179.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.2,0.0,151.0,7.0,14.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
284,Clementine,1,74.0,35.0,146.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,0.1,1.0,131.0,7.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
285,"Cranberries, dried, sweetened",60mL,31.0,95.0,396.0,0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,1.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
286,"Dates, dried",3,25.0,70.0,294.0,1.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3,0.0,163.0,11.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
287,"Figs, dried",2,17.0,42.0,175.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,27.0,0.3,2.0,114.0,11.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
288,"Figs, raw",1,50.0,37.0,155.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,0.2,1.0,116.0,9.0,7.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
289,"Fruit cocktail, canned, juice pack",125mL,125.0,58.0,240.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3,5.0,119.0,9.0,18.0,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
290,"Fruit cocktail, canned, light syrup pack",125mL,128.0,73.0,304.0,1.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4,8.0,114.0,6.0,14.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
291,"Fruit salad, tropical, canned, heavy syrup pack",125mL,136.0,117.0,489.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.7,3.0,178.0,18.0,10.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
292,"Fruit salad, tropical, canned, juice pack",125mL,131.0,70.0,272.0,1.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0,0.3,4.0,160.0,14.0,10.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
293,"Grapefruit, pink or red",  1/2 ,123.0,52.0,216.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,27.0,0.1,0.0,166.0,11.0,22.0,71.0,1745.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
294,"Grapefruit, white",  1/2 ,118.0,39.0,163.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,0.1,0.0,175.0,11.0,9.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
295,Grapes,20,100.0,69.0,289.0,1.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.4,2.0,191.0,7.0,20.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
296,Groundcherries,10,49.0,26.0,108.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.0,75.0,0.0,19.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Kiwifruit,1,76.0,46.0,194.0,1.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,0.2,2.0,237.0,13.0,26.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
298,Lychees (litchis),10,96.0,63.0,265.0,1.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3,1.0,164.0,10.0,30.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
299,Mango,  1/2 ,104.0,67.0,282.0,1.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.1,2.0,161.0,9.0,11.0,39.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
300,"Melon, cantaloupe, cubes",125mL,85.0,29.0,120.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2,14.0,226.0,10.0,13.0,143.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1708.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
301,"Melon, honeydew, cubes",125mL,90.0,32.0,136.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,16.0,205.0,9.0,10.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
302,"Melon, watermelon, cubes",125mL,80.0,24.0,100.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,1.0,90.0,8.0,9.0,22.0,3639.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
303,Nectarine,1,136.0,60.0,250.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4,0.0,273.0,12.0,35.0,18.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
304,Orange,1,131.0,62.0,258.0,1.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,52.0,0.1,0.0,237.0,13.0,18.0,8.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
305,"Papaya, cubes",125mL,74.0,29.0,121.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.1,2.0,190.0,7.0,4.0,17.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
306,Peach,1,98.0,38.0,160.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2,0.0,186.0,9.0,20.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
307,"Peach, canned halves or slices, juice pack",125mL,132.0,58.0,243.0,1.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,0.4,5.0,169.0,9.0,22.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
308,"Peach, canned halves or slices, light syrup pack",125mL,133.0,72.0,300.0,1.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,7.0,129.0,7.0,15.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
309,"Peach, canned halves or slices, water pack",125mL,129.0,31.0,129.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,4.0,128.0,6.0,13.0,35.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
310,Pear with skin,1,166.0,96.0,403.0,1.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,15.0,0.3,2.0,198.0,12.0,18.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
311,"Pear, canned halves, juice pack",125mL,131.0,66.0,274.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,0.4,5.0,126.0,9.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
312,"Pear, canned halves, light syrup pack",125mL,133.0,76.0,316.0,0.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,0.4,7.0,88.0,5.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
313,"Pear, canned halves, water pack",125mL,128.0,37.0,155.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3,3.0,68.0,5.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
314,"Pineapple, canned, juice pack",125mL,132.0,79.0,330.0,1.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,18.0,0.4,1.0,160.0,18.0,8.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
315,"Pineapple, cubes", 125mL,82.0,42.0,174.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2,1.0,88.0,10.0,7.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
316,"Plantain, baked or boiled, sliced",125mL,81.0,94.0,395.0,1.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,4.0,378.0,26.0,23.0,37.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
317,Plum,1,66.0,30.0,127.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.0,104.0,5.0,11.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
318,Pomegranate (9.5cm diam),  1/2 ,77.0,53.0,220.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,2.0,200.0,2.0,6.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
319,"Prunes, dried",3,25.0,60.0,253.0,1.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.2,1.0,184.0,10.0,17.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
320,"Prunes, dried, cooked, without added sugar",60mL,63.0,67.0,281.0,1.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,0.3,1.0,202.0,11.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
321,Raisins,60mL,37.0,110.0,460.0,1.0,29.0,22.0,0.0,0.0,0.0,0.0,0.0,18.0,0.7,4.0,275.0,12.0,37.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
322,Raspberries,125mL,65.0,34.0,141.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.4,1.0,98.0,14.0,19.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0
323,"Rhubarb, frozen, cooked, with added sugar",125mL,127.0,147.0,615.0,0.0,40.0,36.0,0.0,0.0,0.0,0.0,0.0,184.0,0.3,1.0,122.0,15.0,10.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
324,Strawberries,7,84.0,27.0,113.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.4,1.0,129.0,11.0,20.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
325,"Strawberries, frozen, unsweetened",125mL,117.0,41.0,170.0,1.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.9,2.0,173.0,13.0,15.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0
326,Tangerine (mandarin),1,84.0,45.0,186.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,31.0,0.1,2.0,139.0,10.0,17.0,11.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
327,"Tangerine (mandarin), canned, juice pack, drained",125mL,100.0,38.0,159.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.3,5.0,136.0,11.0,11.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0
328,"Apple juice, ready-to-drink, vitamin C added",125mL,126.0,59.0,249.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,4.0,150.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
329,"Cranberry juice cocktail, ready-to-drink, vitamin C added",125mL,134.0,76.0,318.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,3.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
330,"Cranberry juice, unsweetened, ready-to-drink",125mL,134.0,61.0,257.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,0.3,3.0,103.0,8.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
331,"Cranberry-apple juice-drink, ready-to-drink, low Calorie, vitamin C added",125mL,127.0,24.0,100.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,13.0,0.1,6.0,57.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
332,"Grape juice, frozen, sweetened, diluted, vitamin C added",125mL,132.0,67.0,281.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,3.0,28.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
333,"Grape juice, ready-to-drink, vitamin C added",125mL,132.0,81.0,337.0,1.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.3,4.0,174.0,13.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
334,"Grapefruit juice, ready-to-drink unsweetened or freshly squeezed",125mL,130.0,50.0,210.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3,1.0,206.0,14.0,17.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
335,"Grapefruit juice, ready-to-drink, sweetened",125mL,132.0,61.0,254.0,1.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,0.5,3.0,214.0,13.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
336,"Lemon juice, canned or bottled",15mL,15.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,16.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
337,"Lime juice, canned or bottled",15mL,16.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
338,"Nectar, apricot",125mL,133.0,74.0,310.0,0.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,4.0,151.0,7.0,12.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,1042.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
339,"Nectar, mango",125mL,133.0,68.0,281.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,23.0,0.5,7.0,32.0,4.0,3.0,46.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
340,"Orange and grapefruit juice, ready-to-drink",125mL,130.0,56.0,235.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6,4.0,206.0,13.0,18.0,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
341,"Orange juice, frozen, diluted",125mL,132.0,59.0,247.0,1.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,0.1,1.0,250.0,13.0,21.0,7.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
342,"Orange juice, ready-to-drink",125mL,132.0,58.0,242.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.2,1.0,250.0,14.0,14.0,5.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
343,"Orange juice, ready-to-drink, refrigerated, vitamin D and calcium added",125mL,132.0,58.0,242.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.2,1.0,250.0,14.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
344,"Orange, strawberry and banana juice, ready-to-drink",125mL,124.0,57.0,237.0,1.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,14.0,0.3,5.0,124.0,12.0,15.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
345,"Pineapple juice, ready-to-drink, vitamin C added",125mL,132.0,74.0,309.0,0.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,22.0,0.3,1.0,177.0,17.0,11.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
346,"Pomegranate juice, ready-to-drink",125mL,128.0,72.0,300.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,"Prune juice, ready-to-drink",125mL,135.0,96.0,402.0,1.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,16.0,1.6,5.0,373.0,19.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
348,"Alfalfa sprouts, raw",60mL,8.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,1.0,7.0,2.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
349,"Artichoke hearts, canned in water",1 heart,27.0,13.0,56.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.3,74.0,95.0,16.0,23.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
350,"Artichoke hearts, marinated in oil",1 heart,28.0,27.0,111.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.3,79.0,93.0,16.0,23.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
351,"Artichoke, boiled, drained",1 medium,120.0,60.0,251.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,1.5,114.0,425.0,72.0,103.0,11.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
352,"Asparagus, canned, drained",6 spears,108.0,21.0,85.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,2.0,310.0,186.0,11.0,46.0,44.0,26.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
