Food name,Measure,Weight ,Energy,Energy.1,Protein,Carbohydrate,Total Sugar,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Lycopene,Folate,DHA,EPA,Vitamin D,Vitamin B12,Vitamin E,Trans Fat,Vitamin C,Dietary Folate Equivalents,Thiamin,Riboflavin,Niacin,Beta carotene,Caffeine,Alcohol,Total Daietary Fibre,Total Dietary Fibre,Folate ,Trans fats,Monounsaturated fat,Polyunsaturated fat,Protei, Folate
"American, fresh, shoulder, whole, lean+ fat, cooked",75g,75,207.0,866.0,17,0,,15,6.3,6.1,1.2,69.0,,1.5,50,188.0,17.0,138.0,0,,,,,0.5,1.98,0.1,,,,,,,,,,,,16,,,,,
"New Zealand, frozen, composite, lean + fat, cooked",75g,75,203.0,847.0,19,0,,13,6.6,5.2,0.7,80.0,,1.6,35,121.0,14.0,158.0,0,,,,,0.5,2.03,0.1,,,,,,,,,,,,1,,,,,
"New Zealand, frozen, foreshank, lean + fat, braised",75g,75,194.0,809.0,20,0,,12,5.9,4.6,0.5,77.0,,1.6,35,89.0,11.0,131.0,0,,,,,0.3,1.83,0.1,,,,,,,,,,,,1,,,,,
"New Zealand, frozen, leg, whole, lean + fat, roasted",75g,75,176.0,734.0,19,0,,10,5.1,4.1,0.5,76.0,,1.6,33,128.0,15.0,166.0,0,,,,,0.5,1.96,0.1,,,,,,,,,,,,1,,,,,
"New Zealand, frozen, loin, lean + fat, broiled",75g,75,222.0,929.0,18,0,,16,7.9,6.2,0.7,85.0,,1.6,38,123.0,15.0,160.0,0,,,,,0.5,1.91,0.1,,,,,,,,,,,,1,,,,,
"New Zealand, frozen, rib, lean + fat, roasted",75g,75,238.0,995.0,15,0,,19,9.6,7.4,0.9,74.0,,1.3,33,96.0,11.0,130.0,0,,,,,0.4,1.74,0.1,,,,,,,,,,,,1,,,,,
"New Zealand, frozen, shoulder, whole, lean + fat, braised",75g,75,257.0,1073.0,22,0,,18,8.6,7.0,0.9,92.0,,1.6,39,113.0,14.0,150.0,0,,,,,0.4,2.6,0.2,,,,,,,,,,,,1,,,,,
"Chicken, broiler, breast, meat and skin, roasted",75g,75,142.0,593.0,19,0,,7,1.8,2.6,1.4,63.0,,0.4,45,241.0,20.0,,20,,,,,0.2,0.24,0.2,,,,,,,,,,,,3,,,,,
"Chicken, broiler, breast, meat, roasted",75g,75,119.0,499.0,25,0,,2,0.4,0.5,0.3,64.0,,0.4,56,301.0,22.0,,5,,,,,0.2,0.26,0.2,,,,,,,,,,,,3,,,,,
"Chicken, broiler, drumstick, meat and skin, roasted",75g,75,161.0,671.0,16,0,,10,2.8,3.8,2.3,68.0,,1.0,68,172.0,17.0,131.0,23,,,,,0.2,0.24,0.2,,,,,,,,,,,,6,,,,,
"Chicken, broiler, drumstick, meat, roasted",75g,75,127.0,530.0,19,0,,5,1.4,1.7,1.3,70.0,,1.0,71,185.0,18.0,,14,,,,,0.2,0.26,0.2,,,,,,,,,,,,7,,,,,
"Chicken, broiler, flesh and skin, roasted",75g,75,179.0,749.0,20,0,,10,2.8,4.0,2.2,66.0,,0.9,62,167.0,17.0,137.0,35,,,,,0.2,0.23,0.2,,,,,,,,,,,,4,,,,,
"Chicken, broiler, flesh, roasted",75g,75,143.0,596.0,22,0,,6,1.5,2.0,1.3,67.0,,0.9,65,182.0,19.0,146.0,12,,,,,0.2,0.25,0.2,,,,,,,,,,,,5,,,,,
"Chicken, broiler, thigh, meat and skin, roasted",75g,75,187.0,781.0,15,0,,14,3.8,5.4,3.0,70.0,,1.0,63,167.0,17.0,131.0,36,,,,,0.2,0.22,0.2,,,,,,,,,,,,5,,,,,
"Chicken, broiler, thigh, meat, roasted",75g,75,127.0,530.0,19,0,,5,1.5,2.0,1.2,71.0,,1.0,66,179.0,18.0,,15,,,,,0.1,0.23,0.2,,,,,,,,,,,,6,,,,,
"Chicken, broiler, wing, meat and skin,  roasted",75g,75,218.0,910.0,20,0,,15,4.1,5.7,3.1,63.0,,1.0,62,138.0,14.0,113.0,35,,,,,0.5,0.22,0.2,,,,,,,,,,,,2,,,,,
"Chicken, cornish game hens, flesh and skin, roasted",75g,75,195.0,815.0,17,0,,14,3.8,6.0,2.7,98.0,,0.7,48,184.0,14.0,110.0,24,,,,,0.3,0.21,0.3,,,,,,,,,,,,2,,,,,
"Chicken, ground, lean, cooked",75g,75,153.0,640.0,16,0,,9,,,,59.0,,1.2,51,212.0,,,9,,,,,0.2,,,,,,,,,,,,,,,,,,,
"Duck, domesticated, roasted",75g,75,253.0,1057.0,14,0,,21,7.3,9.7,2.7,63.0,,2.0,44,153.0,12.0,117.0,47,,,,,4.1,0.23,0.5,,,,,,,,,,,,5,,,,,
"Duck, wild, cooked",75g,75,128.0,533.0,23,0,,3,1.0,1.4,0.4,,,7.4,40,197.0,23.0,187.0,12,,,,,,,,,,,,,,,,,,,,,,,,
"Goose, domesticated, flesh, roasted",75g,75,179.0,746.0,22,0,,10,3.4,3.3,1.2,72.0,,2.2,57,291.0,19.0,232.0,9,,,,,0.1,0.37,,,,,,,,,,,,,9,,,,,
"Goose, wild (Canada goose), flesh, roasted",75g,75,150.0,627.0,23,0,,6,0.7,1.9,1.1,72.0,,7.4,57,291.0,19.0,232.0,9,,,,,0.1,0.37,,,,,,,,,,,,,9,,,,,
"Ptarmigan, flesh cooked",75g,75,116.0,483.0,23,0,,2,,,,,,6.5,37,247.0,27.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Spruce grouse, flesh, cooked",75g,75,99.0,414.0,20,0,,2,,,,,,3.3,38,204.0,25.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,
"Turkey, dark meat and skin, roasted",75g,75,162.0,677.0,17,0,,9,2.0,2.6,1.4,82.0,,1.7,60,207.0,17.0,148.0,0,,,,,0.5,0.28,,,,,,,,,,,,,7,,,,,
"Turkey, dark meat, roasted",75g,75,139.0,581.0,19,0,,6,1.6,2.0,1.0,82.0,,1.7,62,220.0,17.0,154.0,0,,,,,0.2,0.29,,,,,,,,,,,,,8,,,,,
"Turkey, ground, cooked",75g,75,176.0,737.0,21,0,,10,2.5,3.7,2.4,77.0,,1.4,80,203.0,18.0,147.0,0,,,,,0.8,0.25,0.3,,,,,,,,,,,,5,,,,,
"Turkey, light meat and skin, roasted",75g,75,143.0,599.0,21,0,,4,0.9,1.2,0.6,58.0,,1.1,50,215.0,20.0,157.0,0,,,,,0.2,0.27,,,,,,,,,,,,,5,,,,,
"Turkey, light meat, roasted",75g,75,116.0,483.0,21,0,,2,0.7,0.9,0.5,55.0,,1.0,51,231.0,21.0,165.0,0,,,,,0.2,0.29,,,,,,,,,,,,,5,,,,,
"Bear, simmered",75g,75,194.0,812.0,24,0,,10,2.7,4.2,1.8,74.0,,8.0,53,197.0,17.0,128.0,14,,,,,,1.85,0.4,,,,,,,,,,,,5,,,,,
"Beaver, roasted",75g,75,95.0,398.0,20,0,,1,1.6,1.4,1.0,88.0,,3.6,68,255.0,17.0,135.0,,,,,,,6.23,0.3,,,,,,,,,,,,8,,,,,
"Bison, roasted",75g,75,107.0,449.0,21,0,,2,0.7,0.7,0.2,62.0,,2.6,43,271.0,20.0,157.0,0,,,,,,2.15,0.3,,,,,,,,,,,,6,,,,,
"Caribou (reindeer), roasted",75g,75,122.0,512.0,24,0,,2,1.9,1.4,0.9,82.0,,4.2,35,268.0,23.0,168.0,4,,,,,0.2,4.98,0.3,,,,,,,,,,,,4,,,,,
"Deer (venison), roasted",75g,75,119.0,496.0,23,0,,2,0.9,0.7,0.5,84.0,,3.4,41,251.0,18.0,170.0,0,,,,,,,,,,,,,,,,,,,,,,,,
"Emu, inside drum, broiled",75g,75,117.0,489.0,24,0,,2,0.5,0.6,0.3,68.0,,5.5,89,234.0,25.0,230.0,2,,,,,,1.8,0.2,,,,,,,,,,,,8,,,,,
"Goat, roasted",75g,75,107.0,449.0,20,0,,2,0.7,1.0,0.2,56.0,,2.8,65,304.0,0.0,151.0,0,,,,,,0.89,0.3,,,,,,,,,,,,4,,,,,
"Horsemeat, roasted",75g,75,131.0,549.0,21,0,,5,1.4,1.6,0.6,51.0,,3.8,41,284.0,19.0,185.0,0,,,,,,2.37,,,,,,,,,,,,,,,,,,
"Moose, roasted",75g,75,121.0,505.0,26,0,,1,0.2,0.2,0.2,59.0,,3.8,38,375.0,23.0,188.0,0,,,,,,4.73,0.2,,,,,,,,,,,,3,,,,,
"Narwhal skin (muktuk), raw",90g,90,119.0,497.0,20,0,,4,0.6,2.7,0.3,,,0.3,91,332.0,14.0,146.0,126,,,,,,,,,,,,,,,,,,,,,,,,
"Ostrich, inside strip, cooked",75g,75,123.0,515.0,22,0,,3,1.3,1.3,0.6,73.0,,3.6,55,275.0,20.0,190.0,0,,,,,,4.83,0.2,,,,,,,,,,,,12,,,,,
"Rabbit, composite cuts, roasted",75g,75,148.0,618.0,22,0,,6,1.8,1.6,1.2,62.0,,1.7,35,287.0,16.0,197.0,0,,,,,0.1,6.23,,,,,,,,,,,,,8,,,,,
"Seal meat, boiled",75g,75,129.0,539.0,26,0,,2,0.8,1.6,0.3,133.0,,17.6,33,212.0,20.0,139.0,11,,,,,,,,,,,,,,,,,,,,,,,,
"Heart, beef, simmered",75g,75,124.0,518.0,21,tr,,4,1.1,0.8,0.7,159.0,,4.8,44,164.0,16.0,191.0,0,,,,,1.3,8.1,0.2,,,,,,,,,,,,4,,,,,
"Kidney, beef simmered",75g,75,119.0,496.0,20,0,,3,0.8,0.5,0.6,537.0,,4.4,71,101.0,9.0,228.0,0,,,,,1.3,18.68,0.1,,,,,,,,,,,,62,,,,,
"Liver, beef, pan-fried",75g,75,131.0,549.0,20,4,,4,1.1,0.5,0.4,286.0,,4.6,58,263.0,17.0,364.0,5808,,,,,0.5,62.35,0.4,,,,,,,,,,,,195,,,,,
"Liver, chicken, pan-fried",75g,75,129.0,539.0,19,1,,5,1.5,1.0,1.0,423.0,,9.7,69,236.0,20.0,332.0,3972,,,,,,15.85,0.6,,,,,,,,,,,,420,,,,,
"Liver, veal, pan-fried",75g,75,145.0,605.0,21,3,,5,1.6,0.9,0.8,364.0,,4.5,64,265.0,17.0,362.0,15056,,,,,0.2,54.38,0.5,,,,,,,,,,,,263,,,,,
"Thymus, veal, braised",75g,75,94.0,392.0,17,0,,2,0.7,0.7,0.2,263.0,,0.9,44,326.0,18.0,470.0,0,,,,,,2.14,0.1,,,,,,,,,,,,15,,,,,
"Tongue, beef, canned or pickled",75g,75,200.0,838.0,14,tr,,15,7.5,6.8,0,71.0,,1.6,55,148.0,11.0,137.0,0,,,,,,,0.3,,,,,,,,,,,,4,,,,,
"Back bacon, grilled",2 slices,47,87.0,364.0,11,1,,4,1.3,1.9,0.4,27.0,,0.4,727,183.0,10.0,139.0,0,,,,,0.1,0.37,0.2,,,,,,,,,,,,2,,,,,
"Bacon, pork, broiled, pan-fried or roasted",3 slices,24,130.0,543.0,9,tr,,10,3.3,4.4,1.1,26.0,,0.3,554,136.0,8.0,128.0,3,,,,,0.4,0.3,tr,,,,,,,,,,,,tr,,,,,
"Bacon, pork, broiled, pan-fried or roasted, reduced sodium",3 slices,24,130.0,543.0,9,tr,,10,3.3,4.4,1.1,26.0,,0.3,247,136.0,8.0,128.0,3,,,,,0.1,0.3,0.1,,,,,,,,,,,,tr,,,,,
"Bologna (baloney), beef and pork",2 slices,56,153.0,640.0,7,3,,13,4.7,5.9,1.1,31.0,,0.8,549,132.0,6.0,51.0,14,,,,,0.6,0.74,0.2,,,,,,,,,,,,3,,,,,
"Bologna (baloney), beef and pork, light",2 slices,56,129.0,539.0,6,1,,11,4.1,5.1,0.9,22.0,,0.4,620,87.0,7.0,101.0,0,,,,,0.4,0.73,0.1,,,,,,,,,,,,3,,,,,
"Bologna (baloney), chicken",2 slices,56,127.0,531.0,7,4,,9,3.0,2.8,2.5,55.0,,0.9,492,111.0,8.0,73.0,0,,,,,0.3,0.15,,,,,,,,,,,,,4,,,,,
"Chicken, canned, flaked",60mL,52,89.0,372.0,9,tr,,5,1.5,2.1,1.2,32.0,,0.8,374,135.0,6.0,58.0,18,,,,,0.2,0.15,,,,,,,,,,,,,2,,,,,
"Corned beef, brisket, cooked",2 slices,56,101.0,422.0,11,1,,6,2.0,2.9,0.2,55.0,,1.0,653,112.0,7.0,70.0,0,,,,,0.2,0.91,0.1,,,,,,,,,,,,3,,,,,
"Cottage roll, pork, lean and fat, roasted",2 slices,56,69.0,291.0,9,1,,3,1.0,1.3,0.3,38.0,,0.5,642,152.0,7.0,87.0,0,,,,,0.1,0.59,0.2,,,,,,,,,,,,2,,,,,
Creton,30mL,34,193.0,808.0,5,tr,,19,8.3,7.7,1.6,36.0,,0.3,129,96.0,6.0,56.0,1,,,,,0.3,0.19,0.1,,,,,,,,,,,,1,,,,,
"Deli meat, beef, thin sliced",4 slices,56,83.0,349.0,11,tr,,4,1.6,1.7,0.2,39.0,,1.2,791,240.0,11.0,94.0,0,,,,,0,1.44,0.1,,,,,,,,,,,,6,,,,,
"Deli meat, chicken breast roll",2 slices,56,75.0,314.0,8,1,,4,1.4,1.6,0.8,22.0,,0.2,494,181.0,10.0,68.0,0,,,,,0.3,0.13,tr,,,,,,,,,,,,2,,,,,
"Deli meat, chicken breast, low fat",2 slices,56,48.0,199.0,10,1,,tr,0.1,0.1,tr,25.0,,0.7,696,177.0,20.0,143.0,0,,,,,0,,tr,,,,,,,,,,,,,,,,,
"Deli meat, ham, extra lean (5% fat)",2 slices,56,62.0,258.0,10,1,,2,0.5,0.7,0.2,27.0,,0.4,619,196.0,10.0,122.0,0,,,,,0.1,0.42,0.2,,,,,,,,,,,,2,,,,,
"Deli meat, ham, regular (11% fat)",2 slices,56,91.0,382.0,9,2,,5,1.6,2.4,0.4,32.0,,0.6,730,161.0,12.0,86.0,0,,,,,0.1,0.24,tr,,,,,,,,,,,,4,,,,,
"Deli meat, mock chicken, loaved",2 slices,56,147.0,616.0,7,2,,12,7.4,,1.7,33.0,,,536,129.0,,,0,,,,,0.4,,0.1,,,,,,,,,,,,,,,,,
"Deli meat, turkey breast",2 slices,56,63.0,262.0,8,4,,2,0.1,0.3,0.2,31.0,,1.2,672,195.0,11.0,88.0,0,,,,,0,0.12,0.1,,,,,,,,,,,,2,,,,,
"Ham, extra lean, canned",2 slices,56,62.0,260.0,9,tr,,2,0.8,1.2,0.2,21.0,,0.5,638,151.0,10.0,125.0,0,,,,,0.1,0.46,0.1,,,,,,,,,,,,3,,,,,
"Ham, flaked, canned",60mL,35,48.0,199.0,6,tr,,3,0.9,1.3,0.3,16.0,,0.3,367,87.0,5.0,49.0,0,,,,,0.1,0.24,0.1,,,,,,,,,,,,tr,,,,,
"Ham, lean and regular, roasted",75g,75,124.0,518.0,16,tr,,6,2.0,2.8,0.8,43.0,,1.1,1039,272.0,14.0,186.0,0,,,,,0.2,0.51,0.2,,,,,,,,,,,,2,,,,,
"Ham, lean, canned",2 slices,56,81.0,337.0,10,0,,4,1.4,2.0,0.4,21.0,,0.5,715,187.0,9.0,116.0,0,,,,,0.2,0.45,0.1,,,,,,,,,,,,3,,,,,
"Ham, whole, lean, roasted",75g,75,118.0,493.0,19,1,,4,1.4,1.9,0.5,41.0,,0.7,995,237.0,17.0,170.0,0,,,,,0.2,0.53,0.2,,,,,,,,,,,,3,,,,,
"Kielbasa (Kolbassa), pork and beef",1 piece,56,124.0,517.0,9,2,,9,3.1,4.1,1.0,38.0,,0.8,520,155.0,9.0,83.0,0,,,,,0,0.9,0.1,,,,,,,,,,,,3,,,,,
"Liver sausage (liverwurst), pork",30mL,27,93.0,388.0,4,1,,8,3.0,3.8,0.7,43.0,,1.7,191,41.0,3.0,62.0,2248,,,,,0.2,3.64,0.1,,,,,,,,,,,,8,,,,,
"Pastrami, beef",2 slices,56,74.0,309.0,10,1,,3,1.3,1.8,0.1,52.0,,1.1,694,121.0,10.0,84.0,0,,,,,0.2,0.99,,,,,,,,,,,,,4,,,,,
"Pate, liver, canned",30mL,26,84.0,352.0,4,tr,,7,2.5,3.3,0.8,67.0,,1.4,184,36.0,3.0,53.0,261,,,,,0.2,0.84,,,,,,,,,,,,,16,,,,,
"Pepperoni, pork, beef",10 slices,55,252.0,1053.0,11,2,,22,8.7,10.3,1.4,64.0,,0.8,966,170.0,10.0,95.0,0,,,,,0,0.85,tr,,,,,,,,,,,,3,,,,,
"Salami, beef and pork",2 slices,46,118.0,495.0,6,2,,9,3.7,4.2,0.9,30.0,,1.2,490,105.0,7.0,53.0,0,,,,,0.2,1.68,0.1,,,,,,,,,,,,1,,,,,
"Salami, pork and beef, dry or hard",5 slices,50,185.0,774.0,12,1,,15,5.1,7.2,1.4,40.0,,0.8,900,194.0,9.0,71.0,0,,,,,0.4,0.95,0.1,,,,,,,,,,,,1,,,,,
"Salami, pork and beef, reduced salt",2 slices,46,182.0,762.0,7,7,,14,4.9,6.1,1.4,41.0,,0.7,287,631.0,14.0,125.0,tr,,,,,0.4,0.81,0.1,,,,,,,,,,,,4,,,,,
"Sausage, Bratwurst, pork, cooked",1,75,184.0,769.0,11,2,,14,5.2,6.8,1.5,45.0,,1.0,418,159.0,11.0,112.0,0,,,,,1,0.71,0,,,,,,,,,,,,2,,,,,
"Sausage, Italian, pork, cooked",1,75,258.0,1079.0,14,3,,20,7.2,9.0,2.5,43.0,,1.1,905,228.0,14.0,128.0,8,,,,,1,0.98,0.2,,,,,,,,,,,,4,,,,,
"Sausage, pork and beef, cooked",1,13,51.0,215.0,2,tr,,5,1.7,2.2,0.5,9.0,,0.1,105,25.0,2.0,14.0,0,,,,,0.1,0.06,tr,,,,,,,,,,,,tr,,,,,
"Sausage, pork, cooked",1,13,35.0,145.0,2,tr,,3,0.9,1.2,0.3,11.0,,0.2,102,28.0,2.0,24.0,2,,,,,0.1,0.22,0.1,,,,,,,,,,,,tr,,,,,
"Sausage, turkey, cooked",1,13,31.0,128.0,2,tr,,2,1.0,0.7,0.4,8.0,,0.0,76,26.0,3.0,24.0,0,,,,,tr,0.06,tr,,,,,,,,,,,,1,,,,,
"Summer sausage, beef",2 slices,56,188.0,785.0,9,tr,,17,6.7,7.3,0.7,42.0,,1.4,696,152.0,8.0,62.0,0,,,,,0.5,3.08,,,,,,,,,,,,,1,,,,,
"Turkey, canned, flaked",60mL,34,50.0,207.0,6,tr,,3,0.8,0.9,0.7,23.0,,0.6,229,92.0,7.0,55.0,0,,,,,0.2,0.1,,,,,,,,,,,,,2,,,,,
"Vienna sausage (cocktail), beef and pork, canned",3,48,110.0,462.0,5,1,,9,3.4,4.6,0.6,42.0,,0.4,465,48.0,3.0,24.0,0,,,,,0.4,0.49,0.1,,,,,,,,,,,,2,,,,,
"Wiener (frankfurter), beef",1,38,104.0,436.0,5,2,,8,3.3,4.0,0.5,23.0,,0.6,343,54.0,5.0,60.0,0,,,,,0.3,0.65,0.1,,,,,,,,,,,,2,,,,,
"Wiener (frankfurter), beef and pork",1,38,107.0,449.0,5,2,,9,3.4,4.3,0.9,19.0,,0.4,374,69.0,4.0,32.0,0,,,,,0.3,0.49,0.1,,,,,,,,,,,,2,,,,,
"Wiener (frankfurter), beef and pork, light",1,38,58.0,242.0,4,2,,4,1.4,1.8,0.4,17.0,,0.5,471,56.0,4.0,53.0,0,,,,,0.1,0.49,tr,,,,,,,,,,,,2,,,,,
"Wiener (frankfurter), chicken",1,38,93.0,390.0,4,2,,7,2.1,3.2,1.5,38.0,,0.8,514,32.0,4.0,40.0,14,,,,,0.2,0.09,0.1,,,,,,,,,,,,2,,,,,
Meatless breaded chicken nuggets,2,72,168.0,705.0,15,6,0,9,0.8,2.3,3.3,,30,2.8,288,216.0,9,176,,,,,,,3.68,1.4,,,,,,,,,,3.1,,40.0,,,,,
Meatless ground beef,75g,75,148.0,618.0,16,6,1,7,1.1,1.6,3.5,,22,1.6,413,135.0,14,258,,,,,,,1.8,1.3,,,,,,,,,,3.5,,59.0,,,,,
Soy patty,1,70,136.0,568.0,15,5,1,6,0.8,1.2,2.5,,20,1.5,385,126.0,13,241,,,,,,,1.68,1.2,,,,,,,,,,3.2,,55.0,,,,,
"Tofu, regular, firm and extra firm",150g,150,189.0,791.0,21,3,1,11,1.3,1.8,2.7,,234,2.4,26,222.0,56,182,,,,,,,0.0,tr,,,,,,,,,,0.0,,29.0,,,,,
"Tofu, silken, soft",150g,150,83.0,345.0,7,4,2,4,0.5,0.8,2.3,,47,1.2,8,270.0,44,93,,,,,,,0.0,tr,,,,,,,,,,0.2,,,,,,,
Vegetable patty,1,90,138.0,576.0,18,7,,4,1.0,2.1,0.3,,102,3.9,411,432.0,70,225,,,,,,,0.0,,,,,,,,,,,5.7,,22.0,,,,,
Vegetarian luncheon meat,4 slices,56,106.0,442.0,10,2,1,6,0.7,1.2,2.5,,23,1.0,398,112.0,13,248,,,,,,,2.24,1.7,,,,,,,,,,0.0,,56.0,,,,,
"Wiener, meatless",1,70,163.0,682.0,14,5,0,10,1.4,2.7,5.5,,23,1.0,330,69.0,13,241,,,,,,,1.65,1.3,,,,,,,,,,2.7,,55.0,,,,,
"Beans, baked, homemade",175mL,187,283.0,1181.0,10,40,,10,3.6,4.0,1.4,,114,3.7,790,670.0,80,204,,,,,,,0.0,,,,,,,,,,,10.3,,90.0,,,,,
"Beans, baked, plain or vegetarian, canned",175mL,188,177.0,738.0,9,40,17,1,0.2,0.2,0.2,,64,2.2,633,408.0,49,135,,,,,,,0.0,0.3,,,,,,,,,,7.7,,23.0,,,,,
"Beans, baked, with pork, canned",175mL,187,198.0,829.0,10,37,,3,1.1,1.3,0.4,,99,3.2,775,578.0,64,202,,,,,,,0.0,,,,,,,,,,,10.4,,67.0,,,,,
"Beans, black, canned, not drained",175mL,178,162.0,676.0,11,29,,1,0.1,tr,0.2,,62,3.4,682,547.0,62,192,,,,,,,0.0,1.3,,,,,,,,,,12.2,,108.0,,,,,
"Beans, kidney, dark red, canned, not drained",175mL,189,161.0,672.0,10,30,tr,1,0.1,0.1,0.4,,45,2.4,646,487.0,53,178,,,,,,,0.0,1.1,,,,,,,,,,12.1,,97.0,,,,,
"Beans, navy, canned, not drained",175mL,194,219.0,917.0,15,40,1,1,0.2,0.1,0.4,,91,3.6,868,558.0,91,260,,,,,,,0.0,1.5,,,,,,,,,,9.9,,120.0,,,,,
"Beans, pinto, canned, not drained",175mL,178,153.0,639.0,9,27,tr,1,0.3,0.3,0.5,,76,2.6,522,431.0,48,163,,,,,,,0.0,1.1,,,,,,,,,,8.2,,107.0,,,,,
"Beans, refried, canned",175mL,186,175.0,733.0,10,29,tr,2,0.9,1.0,0.3,,65,3.1,557,498.0,62,160,,,,,,,0.0,,,,,,,,,,,9.9,,21.0,,,,,
"Beans, white, canned, not drained",175mL,194,227.0,948.0,14,43,,1,0.1,tr,0.2,,141,5.8,315,880.0,99,176,,,,,,,0.0,1.6,,,,,,,,,,9.3,,126.0,,,,,
"Black-eyed peas, canned, not drained",175mL,178,137.0,572.0,8,24,,1,0.3,0.1,0.4,,36,1.7,531,305.0,50,124,,,,,,,0.0,0.5,,,,,,,,,,5.9,,91.0,,,,,
"Chickpeas (garbanzo beans), canned, not drained",175mL,178,211.0,884.0,9,40,,2,0.2,0.5,0.9,,57,2.4,531,305.0,51,160,,,,,,,0.0,0.3,,,,,,,,,,7.8,,119.0,,,,,
"Falafel, homemade",1 ball,17,57.0,237.0,2,5,,3,0.4,1.7,0.7,,9,0.6,50,99.0,14,33,,,,,,,0.0,,,,,,,,,,,1.3,,18.0,,,,,
"Hummus, commercial",60mL,57,94.0,394.0,4,8,,5,0.8,2.3,2.1,,22,1.4,215,129.0,40,100,,,,,,,0.0,,,,,,,,,,,3.4,,47.0,,,,,
"Lentils, boiled, salted",175mL,146,170.0,710.0,13,29,3,1,0.1,0.1,0.3,,28,4.9,349,540.0,53,264,,,,,,,0.0,,,,,,,,,,,6.2,,265.0,,,,,
"Lentils, pink, boiled",175mL,179,190.0,793.0,14,32,,1,0.2,0.3,0.6,,22,4.1,4,317.0,39,161,,,,,,,0.0,,,,,,,,,,,5.9,,112.0,,,,,
"Peas, split, boiled",175mL,145,171.0,715.0,12,31,4,1,0.1,0.1,0.2,,20,1.9,3,525.0,52,144,,,,,,,0.0,,,,,,,,,,,4.2,,94.0,,,,,
"Soybeans, boiled",175mL,127,220.0,920.0,21,13,4,11,1.7,2.5,6.4,,130,6.5,1,655.0,109,312,,,,,,,0.0,,,,,,,,,,,8.0,,69.0,,,,,
"Peanut butter, chunk type, fat, sugar and salt added",30mL,32,191.0,799.0,8,7,3,16,2.6,8.0,4.8,,15,0.6,158,242.0,52,103,,,,,,,0.0,2.0,,,,,,,,,,2.6,,30.0,,,,,
"Peanut butter, natural",30mL,31,184.0,770.0,7,7,1,16,2.2,7.8,4.9,,17,0.7,2,207.0,55,113,,,,,,,0.0,2.2,,,,,,,,,,2.5,,46.0,,,,,
"Peanut butter, smooth type, fat, sugar and salt added",30mL,32,191.0,798.0,8,6,3,16,3.3,7.7,4.5,,14,0.6,149,210.0,50,116,,,,,,,0.0,2.9,,,,,,,,,,1.8,,24.0,,,,,
"Peanut butter, smooth type, light",30mL,36,190.0,794.0,9,13,3,12,2.7,5.9,3.7,,13,0.7,197,244.0,62,135,,,,,,,0.0,2.4,,,,,,,,,,1.9,,22.0,,,,,
"Peanuts, all types, shelled, oil-roasted, salted",60mL,37,219.0,915.0,10,6,2,19,3.2,9.5,5.6,,22,0.6,117,265.0,64,145,,,,,,,0.0,2.5,,,,,,,,,,2.7,,44.0,,,,,
"Peanuts, all types, shelled, roasted",60mL,37,217.0,906.0,9,8,2,18,2.6,9.1,5.8,,20,0.8,2,244.0,65,133,,,,,,,0.0,2.6,,,,,,,,,,3.0,,54.0,,,,,
"Almonds, dried",60mL,36,208.0,870.0,8,7,2,18,1.4,11.6,4.4,,89,1.5,tr,262.0,99,171,,,,,,,0.0,9.3,,,,,,,,,,4.2,,10.0,,,,,
"Almonds, oil roasted",60mL,40,242.0,1010.0,8,7,2,22,1.7,13.9,5.4,,116,1.5,tr,278.0,109,186,,,,,,,0.0,10.3,,,,,,,,,,4.2,,11.0,,,,,
"Almonds, roasted, salted",60mL,35,209.0,874.0,8,7,2,18,1.4,11.8,4.4,,93,1.6,119,261.0,100,171,,,,,,,0.0,9.1,,,,,,,,,,4.1,,12.0,,,,,
"Brazil nuts, dried",60mL,36,233.0,974.0,5,4,1,24,5.4,8.7,7.3,,57,0.9,1,234.0,133,257,,,,,,,0.0,2.0,,,,,,,,,,2.7,,8.0,,,,,
"Cashews, roasted, salted",60mL,35,199.0,834.0,5,11,2,16,3.2,9.5,2.7,,16,2.1,222,196.0,90,170,,,,,,,0.0,0.3,,,,,,,,,,1.0,,24.0,,,,,
"Hazelnuts or filberts, dried",60mL,34,215.0,899.0,5,6,1,21,1.5,15.6,2.7,,39,1.6,0,233.0,56,99,,,,,,,0.0,5.2,,,,,,,,,,3.3,,39.0,,,,,
"Mixed nuts, oil roasted, salted",60mL,36,222.0,929.0,6,8,2,20,3.1,11.4,4.8,,39,1.2,151,209.0,85,167,,,,,,,0.0,2.6,,,,,,,,,,3.2,,30.0,,,,,
"Mixed nuts, roasted",60mL,35,206.0,863.0,6,9,,18,2.4,10.9,3.7,,24,1.3,4,207.0,78,151,,,,,,,0.0,,,,,,,,,,,3.1,,17.0,,,,,
"Mixed nuts, roasted, salted",60mL,35,206.0,863.0,6,9,2,18,2.4,10.9,3.7,,24,1.3,232,207.0,78,151,,,,,,,0.0,3.8,,,,,,,,,,3.1,,17.0,,,,,
